212.75	0.0665941
212.755	0.0574082
212.76	0.0458235
212.765	0.037729
212.77	0.0313044
212.775	0.0228069
212.78	0.0181345
212.785	0.0147003
212.79	0.0100506
212.795	0.00701094
212.8	0.00739
212.805	0.00212625
212.81	0.00348624
212.815	0.00257271
212.82	-0.00146975
212.825	0.000949973
212.83	9.85E-05
212.835	0.000644
212.84	0.000147714
212.845	0.00249377
212.85	0.00219946
212.855	0.00274709
212.86	0.00376312
212.865	0.00452173
212.87	0.0042068
212.875	0.00497152
212.88	0.00686216
212.885	0.00359713
212.89	0.00775055
212.895	0.00774348
212.9	0.00711604
212.905	0.00807323
212.91	0.00875086
212.915	0.00947872
212.92	0.00702683
212.925	0.00932286
212.93	0.00419279
212.935	0.00564054
212.94	0.000693989
212.945	-0.00189932
212.95	-0.00598651
212.955	-0.00818149
212.96	-0.00743131
212.965	-0.00539423
212.97	0.00318907
212.975	0.00716556
212.98	0.0117265
212.985	0.0108561
212.99	0.00649513
212.995	0.00257471
213	-0.00157593
213.005	9.98E-05
213.01	-0.00139317
213.015	0.00472575
213.02	0.00910528
213.025	0.0138534
213.03	0.0157518
213.035	0.0114908
213.04	0.00686878
213.045	-0.00342581
213.05	-0.00663201
213.055	-0.0120185
213.06	-0.0111982
213.065	-0.0111028
213.07	-0.00884881
213.075	-0.00612104
213.08	-0.00659213
213.085	-0.00321423
213.09	-0.00544843
213.095	-0.00353893
213.1	-0.00377613
213.105	-0.00332928
213.11	-0.00221941
213.115	-0.00243848
213.12	8.75E-05
213.125	-0.00221718
213.13	-0.000457006
213.135	0.000271677
213.14	0.00254413
213.145	0.00290318
213.15	0.00286223
213.155	0.00444385
213.16	0.00422238
213.165	0.00532143
213.17	0.0040053
213.175	0.00619163
213.18	0.00445214
213.185	0.00285146
213.19	0.0026727
213.195	0.000398127
213.2	-0.00111402
213.205	-0.00448396
213.21	-0.00783678
213.215	-0.0125186
213.22	-0.0163978
213.225	-0.0231417
213.23	-0.0304727
213.235	-0.0397697
213.24	-0.0487109
213.245	-0.0580788
213.25	-0.0722558
