211.6	0.3878	
211.61	0.384567	
211.62	0.3658	
211.63	0.347481	
211.64	0.329954	
211.65	0.312244	
211.66	0.295144	
211.67	0.278794	
211.68	0.262926	
211.69	0.247122	
211.7	0.232464	
211.71	0.217569	
211.72	0.203235	
211.73	0.189452	
211.74	0.176195	
211.75	0.163436	
211.76	0.151283	
211.77	0.139361	
211.78	0.12796	
211.79	0.116701	
211.8	0.106192	
211.81	0.0962644	
211.82	0.0871815	
211.83	0.0781661	
211.84	0.069494	
211.85	0.0611504	
211.86	0.0540957	
211.87	0.0465345	
211.88	0.0400309	
211.89	0.0342561	
211.9	0.028719	
211.91	0.0232628	
211.92	0.0190335	
211.93	0.0155082	
211.94	0.011469	
211.95	0.00828155	
211.96	0.00569242	
211.97	0.0037329	
211.98	0.00227654	
211.99	0.000532618	
212	0.000538627	
212.01	0.00100114	
212.02	0.001598	
212.03	0.00314993	
212.04	0.00486309	
212.05	0.00663019	
212.06	0.00936867	
212.07	0.012599	
212.08	0.0160546	
212.09	0.0206325	
212.1	0.0254996	
212.11	0.0308548	
212.12	0.0371687	
212.13	0.0433953	
212.14	0.0500582	
212.15	0.0579047	
212.16	0.0655433	
212.17	0.0735454	
212.18	0.0824585	
212.19	0.0922916	
212.2	0.10267	
212.21	0.113819	
212.22	0.12524	
212.23	0.137233	
212.24	0.149602	
212.25	0.162559	
212.26	0.17596	
212.27	0.190063	
212.28	0.204956	
212.29	0.220141	
212.3	0.235936	
212.31	0.252931	
212.32	0.270175	
212.33	0.288063	
212.34	0.30655	
212.35	0.325345	
212.36	0.344752	
212.37	0.36439	
212.38	0.385226	
212.39	0.406422	
212.4	0.428193	
