224.59	-0.0399079
224.592	-0.0274159
224.594	-0.031096
224.596	-0.0309285
224.598	-0.0249971
224.6	-0.0381063
224.602	-0.0467944
224.604	-0.0208854
224.606	-0.0375523
224.608	-0.0413018
224.61	-0.0212332
224.612	-0.035049
224.614	-0.03303
224.616	-0.0296659
224.618	-0.0205623
224.62	-0.0286805
224.622	-0.0462691
224.624	-0.0305913
224.626	-0.0246035
224.628	-0.0326394
224.63	-0.0230094
224.632	-0.017735
224.634	-0.0309887
224.636	-0.0360735
224.638	-0.0264344
224.64	-0.013253
224.642	-0.0127769
224.644	-0.0171446
224.646	-0.0321912
224.648	-0.0360661
224.65	-0.0250584
224.652	-0.0248882
224.654	-0.0417324
224.656	-0.0361865
224.658	-0.0470203
224.66	-0.0417262
224.662	-0.0266521
224.664	-0.0302036
224.666	-0.0203983
224.668	-0.0300732
224.67	-0.00727514
224.672	-0.00404264
224.674	-0.011196
224.676	-0.0154297
224.678	-0.00762494
224.68	-0.0235117
224.682	-0.00535087
224.684	-0.0163015
224.686	-0.0109778
224.688	-0.0139893
224.69	0.00205663
224.692	-0.000693951
224.694	-0.018225
224.696	-0.00993585
224.698	0.00102889
224.7	-0.0100622
224.702	-0.00863879
224.704	0.00810671
224.706	0.00411474
224.708	-0.0039521
224.71	0.000117123
224.712	-0.00671225
224.714	-0.0040789
224.716	-0.00403116
224.718	-0.0167009
224.72	-0.0133527
224.722	-0.0135911
224.724	-0.010983
224.726	-0.000901865
224.728	-0.00740785
224.73	-0.0202104
224.732	-0.00230995
224.734	-0.013106
224.736	-0.00909259
224.738	-0.0219348
224.74	-0.00740665
224.742	-0.00643819
224.744	-0.0133776
224.746	-0.026931
224.748	-0.0156529
224.75	-0.017837
224.752	-0.0134026
224.754	-0.0199522
224.756	-0.00517384
224.758	-0.00188003
224.76	-0.0172485
224.762	-9.71E-06
224.764	-0.00481454
224.766	-0.0154887
224.768	0.00322178
224.77	-0.000843795
224.772	0.018445
224.774	0.0250163
224.776	0.0309429
224.778	0.0437809
224.78	0.047881
224.782	0.0932188
224.784	0.111288
224.786	0.170229
224.788	0.209324
224.79	0.242061
224.792	0.268062
224.794	0.227842
224.796	0.177053
224.798	0.138327
224.8	0.105096
224.802	0.0913136
224.804	0.0748478
224.806	0.0681011
224.808	0.0704508
224.81	0.0313722
224.812	0.04077
224.814	0.029589
224.816	0.0230489
224.818	0.0253612
224.82	0.00620367
224.822	0.00905765
224.824	0.0146239
224.826	0.0199116
224.828	0.019269
224.83	0.0080574
224.832	0.0194921
224.834	0.0108363
224.836	0.0137307
224.838	0.0055677
224.84	0.00213115
224.842	-0.0137787
224.844	-0.0038196
224.846	-0.00705401
224.848	0.00840282
224.85	0.00380578
224.852	0.00671833
224.854	0.00363952
224.856	0.0016494
224.858	-0.00071685
224.86	0.0135452
224.862	0.00344419
224.864	0.00745684
224.866	-0.000259189
224.868	0.00281807
224.87	0.0106706
224.872	0.0261303
224.874	0.0123687
224.876	-0.00352687
224.878	-0.00506468
224.88	0.0179969
224.882	0.00827277
224.884	0.0154698
224.886	0.0068122
224.888	0.00791028
224.89	0.0130268
224.892	0.0105405
224.894	0.013745
224.896	0.0327111
224.898	0.0324168
224.9	0.01357
224.902	0.0349355
224.904	0.0283248
224.906	0.0231079
224.908	0.0305154
224.91	0.025535
224.912	0.00786158
224.914	0.0182544
224.916	0.0142208
224.918	0.0266201
224.92	0.0236531
224.922	0.0327977
224.924	0.0186047
224.926	0.0227124
224.928	0.0151524
224.93	0.0201557
224.932	0.0207668
224.934	0.0127742
224.936	0.0132311
224.938	0.00967424
224.94	0.0423867
224.942	0.0111244
224.944	0.0177306
224.946	0.0258527
224.948	0.0371265
224.95	0.0306292
224.952	0.0291024
224.954	0.0292014
224.956	0.0203672
224.958	0.0357662
224.96	0.0253495
224.962	0.0288024
224.964	0.0261174
224.966	0.0318087
224.968	0.0388206
224.97	0.0324071
224.972	0.0253122
224.974	0.0220527
224.976	0.0275478
224.978	0.0323129
224.98	0.0402174
224.982	0.034025
224.984	0.0276396
224.986	0.0343791
224.988	0.0218337
224.99	0.0336314
